<anon> events\ACW.txt [province_event\option] (Line 1122, column 2) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelALS\effect] (Line 21, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelANG\effect] (Line 22, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelANH\effect] (Line 23, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelANU\effect] (Line 24, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelARA\effect] (Line 25, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelARG\effect] (Line 26, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelARM\effect] (Line 27, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelAST\effect] (Line 28, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelATJ\effect] (Line 29, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelAUS\effect] (Line 30, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelAWA\effect] (Line 31, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelAZB\effect] (Line 32, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBAB\effect] (Line 33, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBAD\effect] (Line 34, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBAL\effect] (Line 35, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBAS\effect] (Line 36, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBAV\effect] (Line 37, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBEL\effect] (Line 38, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBEN\effect] (Line 39, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBER\effect] (Line 40, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBHO\effect] (Line 41, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBHU\effect] (Line 42, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBIK\effect] (Line 43, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBJG\effect] (Line 44, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBOH\effect] (Line 45, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBOL\effect] (Line 46, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBOS\effect] (Line 47, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBRA\effect] (Line 48, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBRE\effect] (Line 49, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBRF\effect] (Line 50, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBRN\effect] (Line 51, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBRU\effect] (Line 52, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBRZ\effect] (Line 53, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBST\effect] (Line 54, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBUK\effect] (Line 55, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBUL\effect] (Line 56, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBUN\effect] (Line 57, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBUR\effect] (Line 58, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBYE\effect] (Line 59, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelBYZ\effect] (Line 60, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCAL\effect] (Line 61, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCAM\effect] (Line 62, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCAN\effect] (Line 63, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCAR\effect] (Line 64, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCAT\effect] (Line 65, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCOB\effect] (Line 66, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCOL\effect] (Line 67, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCOS\effect] (Line 68, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCRE\effect] (Line 69, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCRO\effect] (Line 70, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCUB\effect] (Line 71, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelCZH\effect] (Line 72, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelDAI\effect] (Line 73, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelDEN\effect] (Line 74, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelDES\effect] (Line 75, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelDOM\effect] (Line 76, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelDZG\effect] (Line 77, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelECU\effect] (Line 78, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelEGY\effect] (Line 79, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelELS\effect] (Line 80, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelENG\effect] (Line 81, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelEQG\effect] (Line 82, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelEST\effect] (Line 83, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelETH\effect] (Line 84, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelFIN\effect] (Line 85, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelFJN\effect] (Line 86, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelFLA\effect] (Line 87, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelFRA\effect] (Line 88, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelFRM\effect] (Line 89, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGAB\effect] (Line 90, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGBS\effect] (Line 91, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGCO\effect] (Line 92, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGEO\effect] (Line 93, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGER\effect] (Line 94, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGHN\effect] (Line 95, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGNE\effect] (Line 96, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGNG\effect] (Line 97, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGRE\effect] (Line 98, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGUA\effect] (Line 99, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGWA\effect] (Line 100, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelGXI\effect] (Line 101, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHAI\effect] (Line 102, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHAN\effect] (Line 103, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHAW\effect] (Line 104, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHBI\effect] (Line 105, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHDJ\effect] (Line 106, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHEK\effect] (Line 107, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHEN\effect] (Line 108, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHES\effect] (Line 109, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHKG\effect] (Line 110, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHND\effect] (Line 111, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHNN\effect] (Line 112, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHON\effect] (Line 113, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelHUN\effect] (Line 114, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelICL\effect] (Line 115, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelILA\effect] (Line 116, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelINA\effect] (Line 117, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelIND\effect] (Line 118, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelINF\effect] (Line 119, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelING\effect] (Line 120, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelINH\effect] (Line 121, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelINI\effect] (Line 122, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelINJ\effect] (Line 123, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelINK\effect] (Line 124, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelINR\effect] (Line 125, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelINS\effect] (Line 126, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelINU\effect] (Line 127, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelION\effect] (Line 128, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelIOT\effect] (Line 129, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelIRE\effect] (Line 130, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelIRQ\effect] (Line 131, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelISR\effect] (Line 132, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelITA\effect] (Line 133, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelIVC\effect] (Line 134, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJAI\effect] (Line 135, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJAN\effect] (Line 136, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJAP\effect] (Line 137, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJAS\effect] (Line 138, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJAV\effect] (Line 139, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJOD\effect] (Line 140, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJOH\effect] (Line 141, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJXG\effect] (Line 142, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJXI\effect] (Line 143, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelJXU\effect] (Line 144, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelKAL\effect] (Line 145, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelKAS\effect] (Line 146, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelKAZ\effect] (Line 147, column 168) (Scope Country)
<anon> decisions\PuppetRelease.txt [political_decisions\puppetrelKHI\effect] (Line 148, column 168) (Scope Country)
