EVTNAME91001; We took the naval blockade; X
devaluation_large_stage1; Devaluation - Stage 1; X
devaluation_large_stage2; Devaluation - Stage 2; X
devaluation_large_stage3; Devaluation - Stage 3; X
devaluation_large_stage4; Devaluation - Stage 4; X
social_reformed_nation; socialist state; X
own_panama_canal; the Panama Canal; X
own_suez_canal; the Suez Canal; X
is_vassal_state; Satellite; X
givemoney_on_title; View a list of transactions; X
givemoney_on_desc; ; X
givemoney_off_title; Close list transactions; X
givemoney_off_desc; ; X
givemoney_ENG_title; ; X
givemoney_RUS_title; ; X
givemoney_FRA_title; ; X
givemoney_PRU_title; ; X
givemoney_GER_title; ; X
givemoney_AUS_title; ; X
givemoney_KUK_title; ; X
givemoney_SGF_title; ; X
givemoney_USA_title; ; X
givemoney_CSA_title; ; X
givemoney_JAP_title; ; X
givemoney_ITA_title; ; X
givemoney_SWE_title; ; X
givemoney_SCA_title; ; X
givemoney_BEL_title; ; X
givemoney_NET_title; ; X
givemoney_SPA_title; ; X
givemoney_SIC_title; ; X
givemoney_TUR_title; ; X
givemoney_CAN_title; ; X
givemoney_COL_title; ; X
givemoney_QUE_title; ; X
givemoney_CLM_title; ; X
givemoney_ANU_title; ; X
givemoney_LAF_title; ; X
givemoney_AST_title; ; X
givemoney_NZL_title; ; X
givemoney_GCO_title; ; X
givemoney_NGF_title; ; X
givemoney_SAR_title; ; X
givemoney_PER_title; ; X
givemoney_BRZ_title; ; X
givemoney_GRE_title; ; X
givemoney_SER_title; ; X
givemoney_YUG_title; ; X
givemoney_EGY_title; ; X
givemoney_HND_title; ; X
givemoney_POL_title; ; X
givemoney_EST_title; ; X
givemoney_LIT_title; ; X
givemoney_LAT_title; ; X
givemoney_UKR_title; ; X
givemoney_BYE_title; ; X
givemoney_PLC_title; ; X
givemoney_UBD_title; ; X
givemoney_FIN_title; ; X
givemoney_SAR_desc; Send money; X
givemoney_RUS_desc; Send money; X
givemoney_FRA_desc; Send money; X
givemoney_PRU_desc; Send money; X
givemoney_NGF_desc; Send money; X
givemoney_GER_desc; Send money; X
givemoney_AUS_desc; Send money; X
givemoney_KUK_desc; Send money; X
givemoney_SGF_desc; Send money; X
givemoney_USA_desc; Send money; X
givemoney_CSA_desc; Send money; X
givemoney_JAP_desc; Send money; X
givemoney_ITA_desc; Send money; X
givemoney_SWE_desc; Send money; X
givemoney_SCA_desc; Send money; X
givemoney_BEL_desc; Send money; X
givemoney_NET_desc; Send money; X
givemoney_SPA_desc; Send money; X
givemoney_SIC_desc; Send money; X
givemoney_TUR_desc; Send money; X
givemoney_CAN_desc; Send money; X
givemoney_COL_desc; Send money; X
givemoney_QUE_desc; Send money; X
givemoney_CLM_desc; Send money; X
givemoney_ANU_desc; Send money; X
givemoney_LAF_desc; Send money; X
givemoney_AST_desc; Send money; X
givemoney_NZL_desc; Send money; X
givemoney_GCO_desc; Send money; X
givemoney_ENG_desc; Send money; X
givemoney_PER_desc; Send money; X
givemoney_BRZ_desc; Send money; X
givemoney_GRE_desc; Send money; X
givemoney_SER_desc; Send money; X
givemoney_YUG_desc; Send money; X
givemoney_EGY_desc; Send money; X
givemoney_HND_desc; Send money; X
givemoney_POL_desc; Send money; X
givemoney_EST_desc; Send money; X
givemoney_LIT_desc; Send money; X
givemoney_LAT_desc; Send money; X
givemoney_UKR_desc; Send money; X
givemoney_BYE_desc; Send money; X
givemoney_PLC_desc; Send money; X
givemoney_UBD_desc; Send money; X
givemoney_FIN_desc; Send money; X
concede_elsass_title; Waiver of Alsace; X
concede_elsass_desc; ; X
AdminTools_on_title; Open admin panel; X
AdminTools_on_desc; ; X
AdminTools_off_title; Close the admin panel; X
AdminTools_off_desc; ; X
AdminTools_penalty_on_title; Open bar fines; X
AdminTools_penalty_on_desc; ; X
AdminTools_penalty_off_title; fines Close panel; X
AdminTools_penalty_off_desc; ; X
AdminTools_bonus_on_title; Open bar bonuses; X
AdminTools_bonus_on_desc; ; X
AdminTools_bonus_off_title; Close panel bonuses; X
AdminTools_bonus_off_desc; ; X
AdminTools_rp_on_title; Open bar OI; X
AdminTools_rp_on_desc; ; X
AdminTools_rp_off_title; Close RI panel; X
AdminTools_rp_off_desc; ; X
admintools_penalty_ENG_title; United Kingdom; X
admintools_penalty_RUS_title; Russia; X
admintools_penalty_FRA_title; France; X
admintools_penalty_PRU_title; Prussia; X
admintools_penalty_NGF_title; the North German Confederation; X
admintools_penalty_GER_title; Germany; X
admintools_penalty_AUS_title; Austria; X
admintools_penalty_KUK_title; Austria-Hungary; X
admintools_penalty_SGF_title; the South German Union; X
admintools_penalty_USA_title; USA; X
admintools_penalty_CSA_title; CSA; X
admintools_penalty_JAP_title; Japan; X
admintools_penalty_ITA_title; Italy; X
admintools_penalty_SWE_title; Sweden; X
admintools_penalty_SCA_title; Scandinavia; X
admintools_penalty_BEL_title; Belgium; X
admintools_penalty_NET_title; Netherlands; X
admintools_penalty_SPA_title; Spain; X
admintools_penalty_SIC_title; Sicily; X
admintools_penalty_TUR_title; Turkey; X
admintools_penalty_CAN_title; Canada; X
admintools_penalty_COL_title; Brit. Columbia; X
admintools_penalty_QUE_title; Quebec; X
admintools_penalty_CLM_title; Colombia; X
admintools_penalty_ANU_title; Andean Union; X
admintools_penalty_LAF_title; South American Federation; X
admintools_penalty_AST_title; Australia; X
admintools_penalty_NZL_title; New Zealand; X
admintools_penalty_GCO_title; Gran Colombia; X
admintools_penalty_SAR_title; Sardinia-Piedmont; X
admintools_penalty_ENG_desc; -10 Prestige; X
admintools_penalty_RUS_desc; -10 Prestige; X
admintools_penalty_FRA_desc; -10 Prestige; X
admintools_penalty_PRU_desc; -10 Prestige; X
admintools_penalty_NGF_desc; -10 Prestige; X
admintools_penalty_GER_desc; -10 Prestige; X
admintools_penalty_AUS_desc; -10 Prestige; X
admintools_penalty_KUK_desc; -10 Prestige; X
admintools_penalty_SGF_desc; -10 Prestige; X
admintools_penalty_USA_desc; -10 Prestige; X
admintools_penalty_CSA_desc; -10 Prestige; X
admintools_penalty_JAP_desc; -10 Prestige; X
admintools_penalty_ITA_desc; -10 Prestige; X
admintools_penalty_SWE_desc; -10 Prestige; X
admintools_penalty_SCA_desc; -10 Prestige; X
admintools_penalty_BEL_desc; -10 Prestige; X
admintools_penalty_NET_desc; -10 Prestige; X
admintools_penalty_SPA_desc; -10 Prestige; X
admintools_penalty_SIC_desc; -10 Prestige; X
admintools_penalty_TUR_desc; -10 Prestige; X
admintools_penalty_CAN_desc; -10 Prestige; X
admintools_penalty_COL_desc; -10 Prestige; X
admintools_penalty_QUE_desc; -10 Prestige; X
admintools_penalty_CLM_desc; -10 Prestige; X
admintools_penalty_ANU_desc; -10 Prestige; X
admintools_penalty_LAF_desc; -10 Prestige; X
admintools_penalty_AST_desc; -10 Prestige; X
admintools_penalty_NZL_desc; -10 Prestige; X
admintools_penalty_GCO_desc; -10 Prestige; X
admintools_penalty_SAR_desc; -10 Prestige; X
admintools_bonus_ENG_title; United Kingdom; X
admintools_bonus_RUS_title; Russia; X
admintools_bonus_FRA_title; France; X
admintools_bonus_PRU_title; Prussia; X
admintools_bonus_NGF_title; the North German Confederation; X
admintools_bonus_GER_title; Germany; X
admintools_bonus_AUS_title; Austria; X
admintools_bonus_KUK_title; Austria-Hungary; X
admintools_bonus_SGF_title; the South German Union; X
admintools_bonus_USA_title; USA; X
admintools_bonus_CSA_title; CSA; X
admintools_bonus_JAP_title; Japan; X
admintools_bonus_ITA_title; Italy; X
admintools_bonus_SWE_title; Sweden; X
admintools_bonus_SCA_title; Scandinavia; X
admintools_bonus_BEL_title; Belgium; X
admintools_bonus_NET_title; Netherlands; X
admintools_bonus_SPA_title; Spain; X
admintools_bonus_SIC_title; Sicily; X
admintools_bonus_TUR_title; Turkey; X
admintools_bonus_CAN_title; Canada; X
admintools_bonus_COL_title; Brit. Columbia; X
admintools_bonus_QUE_title; Quebec; X
admintools_bonus_CLM_title; Colombia; X
admintools_bonus_ANU_title; Andean Union; X
admintools_bonus_LAF_title; South American Federation; X
admintools_bonus_AST_title; Australia; X
admintools_bonus_NZL_title; New Zealand; X
admintools_bonus_GCO_title; Gran Colombia; X
admintools_bonus_SAR_title; Sardinia-Piedmont; X
admintools_bonus_ENG_desc; 10 prestige; X
admintools_bonus_RUS_desc; 10 prestige; X
admintools_bonus_FRA_desc; 10 prestige; X
admintools_bonus_PRU_desc; 10 prestige; X
admintools_bonus_NGF_desc; 10 prestige; X
admintools_bonus_GER_desc; 10 prestige; X
admintools_bonus_AUS_desc; 10 prestige; X
admintools_bonus_KUK_desc; 10 prestige; X
admintools_bonus_SGF_desc; 10 prestige; X
admintools_bonus_USA_desc; 10 prestige; X
admintools_bonus_CSA_desc; 10 prestige; X
admintools_bonus_JAP_desc; 10 prestige; X
admintools_bonus_ITA_desc; 10 prestige; X
admintools_bonus_SWE_desc; 10 prestige; X
admintools_bonus_SCA_desc; 10 prestige; X
admintools_bonus_BEL_desc; 10 prestige; X
admintools_bonus_NET_desc; 10 prestige; X
admintools_bonus_SPA_desc; 10 prestige; X
admintools_bonus_SIC_desc; 10 prestige; X
admintools_bonus_TUR_desc; 10 prestige; X
admintools_bonus_CAN_desc; 10 prestige; X
admintools_bonus_COL_desc; 10 prestige; X
admintools_bonus_QUE_desc; 10 prestige; X
admintools_bonus_CLM_desc; 10 prestige; X
admintools_bonus_ANU_desc; 10 prestige; X
admintools_bonus_LAF_desc; 10 prestige; X
admintools_bonus_AST_desc; 10 prestige; X
admintools_bonus_NZL_desc; 10 prestige; X
admintools_bonus_GCO_desc; 10 prestige; X
admintools_bonus_SAR_desc; 10 prestige; X
admintools_rp_ENG_title; United Kingdom; X
admintools_rp_RUS_title; Russia; X
admintools_rp_FRA_title; France; X
admintools_rp_PRU_title; Prussia; X
admintools_rp_NGF_title; the North German Confederation; X
admintools_rp_GER_title; Germany; X
admintools_rp_AUS_title; Austria; X
admintools_rp_KUK_title; Austria-Hungary; X
admintools_rp_SGF_title; the South German Union; X
admintools_rp_USA_title; USA; X
admintools_rp_CSA_title; CSA; X
admintools_rp_JAP_title; Japan; X
admintools_rp_ITA_title; Italy; X
admintools_rp_SWE_title; Sweden; X
admintools_rp_SCA_title; Scandinavia; X
admintools_rp_BEL_title; Belgium; X
admintools_rp_NET_title; Netherlands; X
admintools_rp_SPA_title; Spain; X
admintools_rp_SIC_title; Sicily; X
admintools_rp_TUR_title; Turkey; X
admintools_rp_CAN_title; Canada; X
admintools_rp_COL_title; Brit. Columbia; X
admintools_rp_QUE_title; Quebec; X
admintools_rp_CLM_title; Colombia; X
admintools_rp_ANU_title; Andean Union; X
admintools_rp_LAF_title; South American Federation; X
admintools_rp_AST_title; Australia; X
admintools_rp_NZL_title; New Zealand; X
admintools_rp_GCO_title; Gran Colombia; X
admintools_rp_SAR_title; Sardinia-Piedmont; X
admintools_rp_ENG_desc; 100 days of OI; X
admintools_rp_RUS_desc; 100 days of OI; X
admintools_rp_FRA_desc; 100 days of OI; X
admintools_rp_PRU_desc; 100 days of OI; X
admintools_rp_NGF_desc; 100 days of OI; X
admintools_rp_GER_desc; 100 days of OI; X
admintools_rp_AUS_desc; 100 days of OI; X
admintools_rp_KUK_desc; 100 days of OI; X
admintools_rp_SGF_desc; 100 days of OI; X
admintools_rp_USA_desc; 100 days of OI; X
admintools_rp_CSA_desc; 100 days of OI; X
admintools_rp_JAP_desc; 100 days of OI; X
admintools_rp_ITA_desc; 100 days of OI; X
admintools_rp_SWE_desc; 100 days of OI; X
admintools_rp_SCA_desc; 100 days of OI; X
admintools_rp_BEL_desc; 100 days of OI; X
admintools_rp_NET_desc; 100 days of OI; X
admintools_rp_SPA_desc; 100 days of OI; X
admintools_rp_SIC_desc; 100 days of OI; X
admintools_rp_TUR_desc; 100 days of OI; X
admintools_rp_CAN_desc; 100 days of OI; X
admintools_rp_COL_desc; 100 days of OI; X
admintools_rp_QUE_desc; 100 days of OI; X
admintools_rp_CLM_desc; 100 days of OI; X
admintools_rp_ANU_desc; 100 days of OI; X
admintools_rp_LAF_desc; 100 days of OI; X
admintools_rp_AST_desc; 100 days of OI; X
admintools_rp_NZL_desc; 100 days of OI; X
admintools_rp_GCO_desc; 100 days of OI; X
admintools_rp_SAR_desc; 100 days of OI; X
Claim_AdminTools_title; Get administrator rights; X
Claim_AdminTools_desc; Available only for organizer; X
russia_rename_sakhalin_title; Rename Sakhalin; X
russia_rename_sakhalin_desc; ; X
japan_rename_sakhalin_title; Rename Sakhalin; X
japan_rename_sakhalin_desc; ; X
russia_rename_kuriles_title; Rename Kurils; X
russia_rename_kuriles_desc; ; X
japan_rename_kuriles_title; Rename Kurils; X
japan_rename_kuriles_desc; ; X
admintools_rp_CHI_title; China; X
admintools_rp_CHI_desc; 100 days of OI; X
admintools_bonus_CHI_title; China; X
admintools_bonus_CHI_desc; 100 days of OI; X
admintools_penalty_CHI_title; China; X
admintools_penalty_CHI_desc; 100 days of OI; X
givemoney_CHI_title; China; X
givemoney_CHI_desc; Send money; X
trade_on_title; Sign in trade regime; X
trade_on_desc; Allows you to conduct barter trade with other non AI-nations. It is enough to follow the instructions and wait for a partner in the selected pool;. X
trade_off_title; Exit the trade regime; X
trade_off_desc; You will be charged marking, and other trade data; X
trade_off_pool_1_host_title; Exit the trade regime; X
trade_off_pool_1_host_desc; labeling and other trade data will be removed from you; X
trade_off_pool_2_host_title; Exit the trade regime; X
trade_off_pool_2_host_desc; labeling and other trade data will be removed from you; X
trade_reboot_title; Reload trade; X
trade_reboot_desc; For all countries will be rolled back trade variables, all transactions will be cleared; X
united_andes_title; proclaim the Andean Union; X
united_south_america_title; proclaim SAF; X
united_south_america_desc; will start a war for the union; X
laf_cores_title; Claims to Guyana and the Falklands; X
united_andes_desc; ; X
united_south_america_desc; ; X
laf_cores_desc; ; X
move_capital_to_tokyo_title; Decree on the restoration of the Imperial reign; X
move_capital_to_tokyo_desc; ; X
japan_rename_korea_title; New General Government Chosen; X
japan_rename_korea_desc; ; X
currency_issue_start_title; To declare currency issue; X
currency_devaluation_start_title; To declare currency devaluation; X
currency_issue_start_desc; ; X
currency_devaluation_start_desc; ; X
conscription_back_1year_title; Increase the length of military service; X
conscription_back_4years_title; Increase the length of military service; X
conscription_back_7years_title; Increase the length of military service; X
conscription_back_10years_title; Increase the length of military service; X
conscription_back_1year_desc; ; X
conscription_back_4years_desc; ; X
conscription_back_7years_desc; ; X
conscription_back_10years_desc; ; X
EVTNAME91001; We took the naval blockade; X
EVTDESC91001; cost of imported goods increased by 2.5 times; X
EVTOPTA91001; Horror;! X
EVTNAME91002; naval blockade lifted; X
EVTDESC91002; ; X
EVTOPTA91002; Excellent;! X
EVTNAME91003; Opponent taken a naval blockade; X
EVTDESC91003; The value of imports increased by 2.5 times for him; X
EVTOPTA91003; Excellent;! X
EVTNAME91004; The enemy broke through the naval blockade; X
EVTDESC91004; ; X
EVTOPTA91004; Horror;! X
EVTNAME91005; crutch; X
EVTDESC91005; you can not have a stock of more than 2000 units of the mechanisms. ; X
EVTOPTA91005; Oak; X
EVTNAME96666; Imperialism; X
EVTDESC96666; technical, military, and cultural superiority of Western civilization over the rest of the world has reached an unprecedented separation. Now, nobody has the right to interfere with us to carry education and technology in the backward countries. Civilizing mission began. ; X
